id_lieu,annee_tournage,type_tournage,nom_tournage,nom_realisateur,nom_producteur,adresse_lieu,ardt_lieu,date_debut,date_fin,coord_x,coord_y,geo_shape.type,geo_shape.geometry.coordinates,geo_shape.geometry.type,geo_point_2d.lon,geo_point_2d.lat
2017-859,2017,Série TV,THANKSGIVING,Nicolas SAADA,CAPA DRAMA,"12 rue de l'ecole de médecine, 75006 paris",75006,2017-11-07,2017-11-07,2.34075904,48.85125256,Feature,"[2.3407590370353586, 48.85125256318682]",Point,2.3407590370353586,48.85125256318682
2017-46,2017,Long métrage,SIMON ET THÉODORE,MIKAEL BUCH,MONA FILMS,"boulevard de belleville, 75020 paris",75020,2017-03-15,2017-03-16,2.3806773,48.86903788,Feature,"[2.3806773009745825, 48.86903787994269]",Point,2.3806773009745825,48.86903787994269
2017-136,2017,Long métrage,GARDE ALTERNEE,ALEXANDRA LECLERE,PAN EUROPEENNE,"place saint-sulpice, 75006 paris",75006,2017-03-21,2017-03-22,2.33275721,48.85053662,Feature,"[2.3327572132190437, 48.85053662083155]",Point,2.332757213219044,48.85053662083155
2017-157,2017,Téléfilm,JE NE SUIS PAS UN HOMME FACILE,ELEONORE POURRIAT,FILM INVADERS,"place marcelin berthelot, 75005 paris",75005,2017-03-22,2017-03-22,2.34614945,48.84898914,Feature,"[2.346149454425509, 48.84898914133397]",Point,2.346149454425509,48.84898914133397
2017-175,2017,Téléfilm,Si Paris n'était pas joyeux,Zhang bo li et Wang chen Xi,comme une image,"56 place de torcy, 75018 paris",75018,2017-03-24,2017-03-24,2.36082153,48.8911922,Feature,"[2.3608215309853, 48.891192202992904]",Point,2.3608215309853,48.8911922029929
2017-495,2017,Long métrage,VOLTAIRE,Stephen Woolfenden,PENINSULA FILM,"rue bayard, 75008 paris",75008,2017-10-19,2017-10-19,2.30782352,48.86606195,Feature,"[2.307823516702841, 48.866061947155124]",Point,2.307823516702841,48.86606194715512
2016-169,2016,Long métrage,MADAME,AMANDA STHERS,LGM FILMS,PONT  AU DOUBLE,75004,2016-07-22,2016-07-22,2.357017,48.85856,Feature,"[2.357017000210257, 48.85855999969622]",Point,2.357017000210257,48.85855999969622
2016-1657,2016,Long métrage,FLORA63,STEPHANE ROBELIN,ICI ET LA PRODUCTIONS,4  PASSAGE  DES ABBESSES,75018,2016-05-13,2016-05-13,2.338147,48.884856,Feature,"[2.338146999970143, 48.88485599967177]",Point,2.338146999970143,48.88485599967177
2020-324,2020,Long métrage,"Je te veux, moi non plus","Inès Reg, Kevin Debonne",Monkey Pack Films,"rue de harlay, 75001 paris",75001,2020-07-31,2020-07-31,2.34318146,48.85657817,Feature,"[2.3431814590639406, 48.85657817301999]",Point,2.3431814590639406,48.85657817301999
2019-1639,2019,Long métrage,French Exit,Azazel Jacobs,Same Player,"11 rue d'aligre, 75012 paris",75012,2019-12-05,2019-12-05,2.37825238,48.84928801,Feature,"[2.3782523845260646, 48.84928801148431]",Point,2.378252384526065,48.84928801148431
2018-1039,2018,Série TV,PARIS OPERA SAISON 2 (LENA REVE D'ETOILES) 2,"Matt bloom, Ronan Burke, Robert Burke",COTTONWOOD MEDIA,"rue du cardinal dubois, 75018 paris",75018,2018-09-10,2018-09-10,2.34316042,48.88589149,Feature,"[2.3431604187611312, 48.88589149128171]",Point,2.3431604187611312,48.88589149128171
2021-337,2021,Long métrage,Un petit frère,Léonor Serraille,Blue Monday Productions,"41 rue tournefort, 75005 paris",75005,2021-04-23,2021-04-23,2.34829595,48.84207079,Feature,"[2.348295950167726, 48.84207078553614]",Point,2.348295950167726,48.84207078553614
2018-1335,2018,Long métrage,HORS NORMES,Eric Toledano et Olivier Nakache,ADNP QUAD FILMS,"52 boulevard vincent auriol, 75013 paris",75013,2018-11-05,2018-11-05,2.36794366,48.83512478,Feature,"[2.3679436581580218, 48.83512477970089]",Point,2.3679436581580218,48.83512477970089
2020-67,2020,Série TV,FAMILY BUSINESS S2,IGOR GOTESMAN,SAS LES FILMS DU KIOSQUE,"7 rue sainte-cécile, 75009 paris",75009,2020-01-31,2020-01-31,2.34637157,48.87300834,Feature,"[2.346371565368035, 48.873008337442]",Point,2.346371565368035,48.873008337442
2020-105,2020,Série TV,Dix pour cent - Saison 4,Antoine GARCEAU - Marc FITOUSSI,Mon Voisin productions,"113 rue de rivoli, 75001 paris",75001,2020-02-10,2020-02-10,2.33144112,48.86383467,Feature,"[2.3314411195088813, 48.8638346661142]",Point,2.3314411195088813,48.8638346661142
2016-1187,2016,Long métrage,LEILA,NAIDRA AYADI,NOLITA CINEMA,BOULEVARD  SEBASTOPOL,75002,2016-11-22,2016-11-24,2.352351,48.866031,Feature,"[2.3523510003829324, 48.866031000011986]",Point,2.3523510003829324,48.86603100001199
2016-295,2016,Série TV,ENGRENAGES/SAISON 6/N° 1 A 6,FREDERIC JARDIN,SON ET LUMIERE,11  PLACE  DAUPHINE/PALAIS DE JUSTICE,75001,2016-08-01,2016-08-03,2.342446,48.856212,Feature,"[2.3424459999789873, 48.85621199977464]",Point,2.3424459999789877,48.85621199977464
2016-2732,2016,Long métrage,BARBARA,MATHIEU AMALRIC,WAITING FOR CINEMA,4/6  RUE  PIERRE MOUILLARD,75020,2016-12-02,2016-12-02,2.408001,48.867323,Feature,"[2.4080010000857257, 48.867323000221305]",Point,2.4080010000857257,48.867323000221305
2018-1189,2018,Téléfilm,Temps de Chien,Edouard DELUC,THE FILM TV,"pont des invalides, 75007 paris",75007,2018-10-19,2018-10-19,2.3103863,48.86362688,Feature,"[2.310386300802888, 48.86362687990129]",Point,2.310386300802888,48.86362687990129
2018-1349,2018,Long métrage,J'ACCUSE,Roman Polanski,legendaire,"35 rue saint-dominique, 75007 paris",75007,2018-11-26,2018-11-26,2.31856095,48.85964034,Feature,"[2.318560954739812, 48.859640343653346]",Point,2.318560954739812,48.85964034365335
2019-1308,2019,Long métrage,Une sirène à Paris,Mathias Malzieu,OVERDRIVE PRODUCTIONS,"104 avenue de la république, 75011 paris",75011,2019-10-18,2019-10-19,2.3832897,48.86345705,Feature,"[2.3832896974045843, 48.86345704817021]",Point,2.3832896974045843,48.86345704817021
2019-1322,2019,Série TV,Emily in Paris,Darren Star,NW2020,"19 rue des fossés saint-jacques, 75005 paris",75005,2019-10-08,2019-10-08,2.34485296,48.84541172,Feature,"[2.3448529554212074, 48.84541171780253]",Point,2.3448529554212074,48.84541171780253
2018-1431,2018,Série Web,DARK STORIES,Guillaume LUBRANO et François DESCRAQUES,KABOTINE PRODUCTION,"route de ceinture du lac daumesnil, 75012 paris",75012,2018-11-19,2018-11-19,2.4114033,48.82956708,Feature,"[2.411403298828731, 48.829567080357045]",Point,2.411403298828731,48.829567080357045
2021-1376,2021,Série TV,MISKINA,Melha BEDIA et Anthony MARCIANO,QUAD SERVICES,"rue du général lanrezac, 75017 paris",75017,2021-09-23,2021-09-24,2.29431735,48.87661857,Feature,"[2.294317345233061, 48.87661857360969]",Point,2.294317345233061,48.87661857360969
2021-1629,2021,Série TV,I3P,Jérémy MINUI,Storia Télévision,"22 rue du docteur lucas-championnière, 75013 paris",75013,2021-11-10,2021-11-10,2.35504085,48.82232935,Feature,"[2.355040854885407, 48.822329345253245]",Point,2.355040854885407,48.822329345253245
2021-79,2021,Série TV,3 FOIS NOEL,Nadège LOISEAU,NEXT EPISODE,"7 rue tronchet, 75008 paris",75008,2021-02-03,2021-02-03,2.32523996,48.87140237,Feature,"[2.3252399579636367, 48.871402367542956]",Point,2.3252399579636367,48.87140236754296
2017-1731,2017,Série TV,SCENES DE MENAGE 9 PRIME,,KABO FAMILY,"jardin d'acclimatation bois de boulogne concession sa le jardin d'acclimatation, 75116 paris",75116,2017-02-11,2017-02-12,2.27018116,48.87780712,Feature,"[2.2701811625343695, 48.87780711566131]",Point,2.270181162534369,48.87780711566131
2017-1158,2017,Long métrage,GEMINI,Christopher Mac-Quarrie,FIRSTEP,"place saint-gervais, 75004 paris",75004,2017-04-29,2017-04-29,2.35416512,48.85582175,Feature,"[2.3541651159144346, 48.85582175149272]",Point,2.3541651159144346,48.85582175149272
2017-784,2017,Série TV,GENIUS Saison 2 - PICASSO,Ken Biller,Froggie Production - Genius,"7 rue des grands augustins, 75006 paris",75006,2017-10-27,2017-10-27,2.34095876,48.85461735,Feature,"[2.3409587586211686, 48.85461735079629]",Point,2.3409587586211686,48.85461735079629
2016-1609,2016,Long métrage,CORPORATE,NICOLAS SILHOL,KAZAK PRODUCTIONS,83  RUE  TAITBOUT,75009,2016-03-07,2016-03-07,2.335402,48.877154,Feature,"[2.3354019996542976, 48.87715399968133]",Point,2.3354019996542976,48.87715399968133
2016-1979,2016,Long métrage,SI J'ETAIS UN HOMME,AUDREY DANA,CURIOSA FILMS,2/10  AVENUE  TRUDAINE,75009,2016-02-24,2016-02-24,2.345348,48.881859,Feature,"[2.345347999625933, 48.881858999843345]",Point,2.345347999625933,48.88185899984335
2020-305,2020,Long métrage,La croisade,Louis Garrel,why not productions,"5 villa d'alésia, 75014 paris",75014,2020-07-06,2020-07-06,2.3240829,48.82836029,Feature,"[2.324082904384706, 48.82836028428596]",Point,2.324082904384706,48.82836028428596
2020-368,2020,Série TV,ASTRID ET RAPHAËLLE SAISON 2,FREDERIC BERTHE,JLA PRODUCTIONS,"11 rue saint-augustin, 75002 paris",75002,2020-08-11,2020-08-11,2.33708998,48.86881545,Feature,"[2.33708997510535, 48.868815452437374]",Point,2.33708997510535,48.868815452437374
2019-273,2019,Long métrage,BOUTCHOU,ADRIEN PIQUET-GAUTHIER ET SIMON ISTOLAINEN,PAIVA FILMS,"5 rue de pouy, 75013 paris",75013,2019-03-22,2019-03-22,2.3508608,48.82759526,Feature,"[2.3508608029202978, 48.82759526018088]",Point,2.3508608029202978,48.82759526018088
2020-428,2020,Long métrage,Suprêmes,Audrey Estrougo,Nord Ouest Films,"9 rue de jessaint, 75018 paris",75018,2020-09-01,2020-09-02,2.35741798,48.88481691,Feature,"[2.35741798354405, 48.88481690967032]",Point,2.35741798354405,48.88481690967032
2021-651,2021,Long métrage,NOTRE DAME BRULE,Jean-Jacques ANNAUD,PATHE PRODEXE,"esplanade des invalides, 75007 paris",75007,2021-05-25,2021-05-25,2.31225572,48.8605149,Feature,"[2.3122557241152895, 48.86051490327669]",Point,2.312255724115289,48.86051490327669
2016-2756,2016,Long métrage,LE PETIT SPIROU,NICOLAS BARY,LES FILMS DU CAP,P. CEINTURE  PC 15/RUE O.DE SERRES/PLACE BALARD,75015,2016-08-11,2016-08-11,2.297706,48.83643,Feature,"[2.2977060004237297, 48.83642999983664]",Point,2.2977060004237297,48.83642999983664
2016-1220,2016,Long métrage,IRIS/EX CHAOS,JALIL LESPERT,WY PRODUCTIONS,RUE  DES FRANCS BOURGEOIS,75004,2016-02-18,2016-02-18,2.360897,48.857551,Feature,"[2.3608969994632503, 48.85755100001256]",Point,2.3608969994632503,48.85755100001256
2022-40,2022,Long métrage,Les onze vies de l'abbé Pierre,Frédéric TELLIER,WY PRODUCTIONS,"22 rue jean rey, 75015 paris",75015,2022-01-20,2022-01-20,648077.678,6861936.289,Feature,"[2.2923654909543347, 48.85537102012337]",Point,2.2923654909543347,48.85537102012337
2022-120,2022,Long métrage,UN BEAU MATIN,Mia HANSEN-LOVE,LES FILMS PELLEAS,"23 rue joseph de maistre, 75018 paris",75018,2022-02-14,2022-02-15,650962.27,6865771.629,Feature,"[2.331234146057113, 48.890087312491815]",Point,2.331234146057113,48.890087312491815
2022-211,2022,Long métrage,MURDER MYSTERY 2,JEREMY GARELICK,MYSTERY PRODUCTIONS,"30 rue de la butte aux cailles, 75013 paris",75013,2022-03-23,2022-03-26,652264.717,6858830.586,Feature,"[2.3497752925316946, 48.82776519991365]",Point,2.3497752925316946,48.82776519991365
2022-344,2022,Long métrage,Stars at noon,Claire Denis,Curiosa Films,"route de la pyramide, 75012 paris",75012,2022-04-22,2022-04-23,660146.7453,6858418.3566,Feature,"[2.457174985021381, 48.8245934495694]",Point,2.457174985021381,48.8245934495694
2022-375,2022,Série TV,PARIS POLICE 1905,JULIEN DESPAUX ET FREDERIC BALEKDJIAN,TETRA MEDIA FICTION,"11 rue saint-luc, 75018 paris",75018,2022-05-18,2022-05-18,652635.715,6865338.828,Feature,"[2.354103467206938, 48.88632056610167]",Point,2.354103467206938,48.88632056610167
2022-1010,2022,Long métrage,"MY DAUGHTER, MY LOVE",,FIRSTEP,"9 rue camille desmoulins, 75011 paris",75011,2022-09-14,2022-09-14,654583.522,6862286.632,Feature,"[2.3809904600220673, 48.8590131079574]",Point,2.3809904600220677,48.8590131079574
2022-1028,2022,Série TV,ELECTRIC S2,Euros Lyn,FROGGIE PRODUCTION,"pont neuf, 75001 paris",75001,2022-09-30,2022-09-30,651748.1482,6862239.0661,Feature,"[2.3423525138302956, 48.858379221793015]",Point,2.342352513830296,48.858379221793015
2022-1133,2022,Série TV,THE DIPLOMAT,Alex Graves,Froggie Production,"pont royal, 75001 paris",75001,2022-11-11,2022-11-13,650882.28,6862497.67,Feature,"[2.330521861292342, 48.860639375787514]",Point,2.330521861292342,48.86063937578752
2022-1208,2022,Série Web,Split,Iris Brey,Cinétévé,"promenade jean vigo, 75019 paris",75019,2022-10-17,2022-10-19,654181.3816,6865263.8162,Feature,"[2.3751885883548445, 48.885757852238186]",Point,2.3751885883548445,48.885757852238186
2023-194,2023,Long métrage,VIVANTS,Alix DELAPORTE,TRÉSOR FILMS,"rue d'arcole, 75004 paris",75004,2023-02-23,2023-02-23,652247.847,6861709.97,Feature,"[2.3492222682909762, 48.853658342794326]",Point,2.349222268290976,48.853658342794326
2023-336,2023,Téléfilm,A LA JOIE,Jérôme Bonnell,Stromboli Films,"8 rue richer, 75009 paris",75009,2023-04-04,2023-04-04,652114.09,6863982.282,Feature,"[2.3471434465556738, 48.87408295973371]",Point,2.3471434465556738,48.87408295973371
2023-764,2023,Série TV,LE COMTE DE MONTE-CRISTO,BILLE AUGUST,DEMD PRODUCTIONS,"39 quai de bourbon, 75004 paris",75004,2023-08-08,2023-08-10,652579.333,6861682.943,Feature,"[2.3537426506128867, 48.85343977457271]",Point,2.3537426506128867,48.85343977457271
2023-1189,2023,Long métrage,Une place pour Pierrot,Hélène Médigue,Nord Ouest Films,"60 boulevard de la chapelle, 75018 paris",75018,2023-10-05,2023-10-05,652700.836,6865117.412,Feature,"[2.3550161313354394, 48.8843342309339]",Point,2.3550161313354394,48.8843342309339
2024-108,2024,Long métrage,DES PREUVES D'AMOUR,ALICE DOUARD,ASPARA FILMS,"rue de prony, 75017 paris",75017,2024-05-27,2024-05-27,648808.045,6865032.568,Feature,"[2.3019458952218006, 48.8832735446706]",Point,2.3019458952218006,48.8832735446706
2019-1512,2019,Long métrage,"LES CHOSES QU'ON DIT, LES CHOSES QU'ON FAIT",EMMANUEL MOURET,MOBY DICK FILMS,"square de montsouris, 75014 paris",75014,2019-11-08,2019-11-08,2.33492674,48.82357193,Feature,"[2.3349267408159995, 48.823571933098954]",Point,2.3349267408159995,48.82357193309896
2019-1521,2019,Série TV,MODERN FAMILY - Saison 11 - FINALE,Jim Bagdonas,FROGGIE PRODUCTION,"place jacques bainville, 75007 paris",75007,2019-11-12,2019-11-12,2.32263022,48.85903778,Feature,"[2.3226302202539633, 48.859037776344714]",Point,2.3226302202539637,48.85903777634472
2019-1538,2019,Série TV,MODERN FAMILY - Saison 11 - FINALE,Jim Bagdonas,FROGGIE PRODUCTION,"10 place de la république, 75011 paris",75011,2019-11-14,2019-11-14,2.36524853,48.86738609,Feature,"[2.365248532843971, 48.86738609316137]",Point,2.365248532843971,48.86738609316137
2020-1069,2020,Série TV,CLEM SAISON 11,STEPHANE MALHURET,MERLIN PRODUCTIONS,"39 rue mirabeau, 75016 paris",75016,2020-12-21,2020-12-21,2.2690206,48.8458674,Feature,"[2.269020598076628, 48.84586739465081]",Point,2.269020598076628,48.84586739465081
2018-1558,2018,Téléfilm,BIGGIE LA FAIM DE VIVRE,Murielle Magellan,BARJAC Production,"14 rue du professeur florian delbarre, 75015 paris",75015,2018-12-14,2018-12-14,2.27159907,48.83927949,Feature,"[2.2715990732985247, 48.83927948466978]",Point,2.2715990732985247,48.83927948466978
2018-855,2018,Série Web,La République,Simon Bouisson,Cinétévé,"rue de crussol, 75011 paris",75011,2018-07-26,2018-07-26,2.36900597,48.86441685,Feature,"[2.3690059709040847, 48.86441684509911]",Point,2.3690059709040847,48.86441684509911
2018-936,2018,Long métrage,"La nuit, je mens...",Stéphane Batut,ZADIG FILMS,"rue lally-tollendal, 75019 paris",75019,2018-08-21,2018-08-21,2.37448401,48.8828699,Feature,"[2.3744840140955596, 48.88286989641146]",Point,2.37448401409556,48.88286989641146
2018-1262,2018,Série Web,Projet Léviathan,Hortense Motrot Pinchon,Cosmic Train Pictures,"2 place jacques marette, 75015 paris",75015,2018-10-11,2018-10-11,2.30044056,48.83269332,Feature,"[2.300440563034816, 48.83269332250985]",Point,2.300440563034816,48.83269332250985
2016-498,2016,Long métrage,SI J'ETAIS UN HOMME,AUDREY DANA,CURIOSA FILMS,RUE  DE MEAUX,75019,2016-03-10,2016-03-10,2.375637,48.882728,Feature,"[2.375636999615551, 48.88272799961953]",Point,2.375636999615551,48.88272799961953
2016-2006,2016,Long métrage,BEFIKRE,ADITYA CHOPRA,FIRSTEP,RUE  ROYALE,75008,2016-02-26,2016-02-26,2.323204,48.867991,Feature,"[2.323203999995956, 48.867991000119396]",Point,2.323203999995956,48.8679910001194
2016-2049,2016,Long métrage,UNE VIE VIOLENTE,THIERRY DE PERRETI,LES FILMS VELVET,1  RUE  RENE PANHARD OU 292 RUE ST MARTIN,75013,2016-06-17,2016-06-17,2.359355,48.838779,Feature,"[2.3593549995397, 48.8387789995482]",Point,2.3593549995397,48.8387789995482
2016-589,2016,Long métrage,DANIEL,CYRIL MENNEGUN,UNITE DE PRODUCTION,CITE  CHARLES GODON,75009,2016-05-27,2016-05-27,2.340957,48.879309,Feature,"[2.3409570004839035, 48.87930899991917]",Point,2.3409570004839035,48.87930899991917
2019-1695,2019,Long métrage,Un médecin de nuit - Partie 1,Elie Wajeman,Partizan Films,"8 allée georges recipon, 75019 paris",75019,2019-12-19,2019-12-20,2.37211518,48.87932296,Feature,"[2.372115184273461, 48.879322961322984]",Point,2.372115184273461,48.87932296132298
2019-1230,2019,Long métrage,CINQUIEME SET,Quentin Reynaud,22H22,"4 rue erlanger, 75016 paris",75016,2019-09-26,2019-09-26,2.26186174,48.84753731,Feature,"[2.261861738963388, 48.84753731138539]",Point,2.261861738963388,48.84753731138539
2021-254,2021,Série TV,MUNCH saison 4,NICOLAS GUICHETEAU,JLA PRODUCTIONS,"79 rue charlot, 75003 paris",75003,2021-03-16,2021-03-16,2.36426784,48.864446,Feature,"[2.36426783943039, 48.864446000826625]",Point,2.36426783943039,48.86444600082663
2021-2,2021,Série TV,Luther,David Morley,STORIA TELEVISION Luther,"29 rue jean antoine de baïf, 75013 paris",75013,2021-01-08,2021-01-08,2.3823895,48.8268553,Feature,"[2.382389496555606, 48.826855303889644]",Point,2.382389496555606,48.82685530388965
2016-2512,2016,Série TV,THE PACKAGE,CHANG KEUN CHUN,BH PARIS MEDIA PRODUCTIONS,AVENUE  DES CHAMPS ELYSEES,75008,2016-10-15,2016-10-15,2.303634,48.871088,Feature,"[2.303633999512172, 48.871088000081656]",Point,2.303633999512172,48.871088000081656
2021-1188,2021,Long métrage,Avant l'effondrement,Benoît et Alice ZENITER,Elzevir Films,"9t rue de la guadeloupe, 75018 paris",75018,2021-08-18,2021-08-18,2.3616665,48.89063649,Feature,"[2.361666502649208, 48.89063648647055]",Point,2.361666502649208,48.89063648647055
2016-757,2016,Long métrage,LOUE MOI,VIRGINE SCSWARTZ,MY FAMILY,13  PLACE  D'ALIGRE,75012,2016-10-24,2016-10-24,2.378688,48.849065,Feature,"[2.3786879997737627, 48.84906500044677]",Point,2.3786879997737627,48.84906500044677
2021-1325,2021,Série TV,IRMA VEP SERIAL,Olivier Assayas,LES FILMS MYSTERIEUX,"2 rue de marivaux, 75002 paris",75002,2021-09-06,2021-09-07,2.33737568,48.87044816,Feature,"[2.3373756789213465, 48.870448162040915]",Point,2.3373756789213465,48.87044816204092
2018-36,2018,Série TV,"ALICE NEVERS episodes 98,99 saison 15",jean christophe delpias,EGO PRoductions,"90 rue rené boulanger, 75010 paris",75010,2018-01-10,2018-01-11,2.35657887,48.86928199,Feature,"[2.356578873915799, 48.86928199094066]",Point,2.356578873915799,48.86928199094066
2018-64,2018,Téléfilm,Les Michetonneuses,Olivier Doran,JEM PRODUCTIONS,"34 quai des orfèvres, 75001 paris",75001,2018-01-25,2018-01-25,2.34376713,48.85507716,Feature,"[2.343767125681232, 48.85507715613601]",Point,2.343767125681232,48.85507715613601
2017-385,2017,Série Web,It's a Match,Navie et FloBer,ARENA FILMS,"avenue darcel, 75019 paris",75019,2017-08-21,2017-08-22,2.37879035,48.87810008,Feature,"[2.378790347155991, 48.87810007976913]",Point,2.378790347155991,48.87810007976913
2018-138,2018,Long métrage,MAIS VOUS ETES FOUS,Audrey DIWAN,RECTANGLE PRODUCTIONS,"1 rue vincent compoint, 75018 paris",75018,2018-02-20,2018-02-22,2.33818053,48.89463846,Feature,"[2.338180527603738, 48.894638459490416]",Point,2.338180527603738,48.894638459490416
2017-889,2017,Long métrage,Le Jeu,Fred Cavayé,Medset Film,"pont de tolbiac, 75013 paris",75013,2017-11-29,2017-11-30,2.38017981,48.83245827,Feature,"[2.3801798136730445, 48.832458272091124]",Point,2.3801798136730445,48.83245827209112
2017-1040,2017,Long métrage,CCQAPE,Pascal THOMAS,PM S.A.,"51 boulevard de beauséjour, 75016 paris",75016,2017-11-27,2017-11-29,2.2674857,48.8568681,Feature,"[2.267485703634401, 48.856868099536655]",Point,2.267485703634401,48.856868099536655
2017-737,2017,Long métrage,TAMARA 2 demande n°4,ALEXANDRE CASTAGNETTI,ELEPHANT STORY,"place du panthéon, 75005 paris",75005,2017-11-03,2017-11-03,2.34482777,48.84608908,Feature,"[2.344827774819461, 48.84608907726234]",Point,2.344827774819461,48.84608907726234
2017-502,2017,Téléfilm,Mystère au Louvre,Léa Fazer,Thalie Images,"99 rue de rivoli, 75001 paris",75001,2017-09-11,2017-09-12,2.33483159,48.86272524,Feature,"[2.3348315912127386, 48.86272523692416]",Point,2.334831591212738,48.86272523692416
2017-513,2017,Série TV,UNE FAMILLE FORMIDABLE - SAISON 14,Miguel Courtois,Panama productions,"rue de lévis, 75017 paris",75017,2017-09-13,2017-09-13,2.31526887,48.88240909,Feature,"[2.315268868982631, 48.88240908708575]",Point,2.315268868982631,48.88240908708575
2020-163,2020,Téléfilm,BELLE BELLE BELLE,ANNE DEPETRINI,felicita films,"place sainte-marthe, 75010 paris",75010,2020-03-04,2020-03-04,2.37246986,48.87398635,Feature,"[2.3724698631140844, 48.87398634433034]",Point,2.3724698631140844,48.87398634433034
2016-131,2016,Long métrage,MON POUSSIN,FREDERIC FORESTIER,LES FILMS DU 24,1  RUE  RENE PANHARD,75013,2016-03-16,2016-03-16,2.359355,48.838779,Feature,"[2.3593549995397, 48.8387789995482]",Point,2.3593549995397,48.8387789995482
2020-590,2020,Long métrage,ROSE,Niels Arden Oplev,FIRSTEP PRODUCTIONS,"17 place du panthéon, 75005 paris",75005,2020-10-14,2020-10-15,2.34503239,48.84571602,Feature,"[2.345032392464599, 48.84571601871548]",Point,2.345032392464599,48.84571601871548
2021-296,2021,Long métrage,LES PASSAGERS DE LA NUIT,Mikhaël HERS,NORD OUEST FILMS / LES PASSAGERS DE LA NUIT,"18 rue d'aguesseau, 75008 paris",75008,2021-03-19,2021-03-19,2.31975527,48.87063939,Feature,"[2.319755267611906, 48.870639384484456]",Point,2.319755267611906,48.870639384484456
2021-301,2021,Téléfilm,LE SQUAT,Emmanuel Rigaut,JLA Productions,"4 rue pierre l'ermite, 75018 paris",75018,2021-03-25,2021-03-25,2.35521161,48.88531805,Feature,"[2.3552116072440823, 48.88531805136796]",Point,2.3552116072440823,48.88531805136796
2021-328,2021,Long métrage,EN CORPS,CEDRIC KLAPISCH,CE QUI ME MEUT,"2 rue edouard colonne, 75001 paris",75001,2021-03-27,2021-03-28,2.34563568,48.85784464,Feature,"[2.345635676578597, 48.857844640132704]",Point,2.345635676578597,48.857844640132704
2016-223,2016,Long métrage,LE RIRE DE MA MERE,COLOMBE SAVIGNAC,LOMA NASHA PRODUCTION,22  AVENUE  DE LA SIBELLE,75014,2016-06-27,2016-07-02,2.338066,48.82549,Feature,"[2.338066000122221, 48.82549000031637]",Point,2.338066000122221,48.82549000031637
2016-1153,2016,Long métrage,COEXISTER,FABRICE EBOUE,EUROPA CORP,63  BOULEVARD  DES BATIGNOLLES,75008,2016-10-31,2016-10-31,2.317319,48.881262,Feature,"[2.3173190003771333, 48.88126200024609]",Point,2.3173190003771333,48.88126200024609
2021-696,2021,Série TV,WEEK END FAMILY,PIERRE FRANCOIS MARTIN LAVAL et SOPHIE REINE,ELEPHANT INTERNATIONAL,"27 avenue duquesne, 75007 paris",75007,2021-06-08,2021-06-08,2.3093494,48.85243472,Feature,"[2.3093494029768356, 48.852434715718026]",Point,2.309349402976836,48.852434715718026
2020-228,2020,Long métrage,Envole Moi,Christophe Barratier,Chapter 2,"27 avenue des champs elysées, 75008 paris",75008,2020-06-11,2020-06-11,2.30749557,48.86945591,Feature,"[2.307495565209809, 48.869455910231125]",Point,2.307495565209809,48.869455910231125
2020-283,2020,Série TV,YOUR HONOR,JULIUS BERG,FEDERATION ENTERTAINMENT,"10 rue d'aumale, 75009 paris",75009,2020-07-16,2020-07-21,2.33653824,48.87804517,Feature,"[2.336538236067294, 48.878045171173476]",Point,2.336538236067294,48.87804517117348
2021-1010,2021,Téléfilm,MEMOIRE TROUBLE,DENIS MALLEVAL,FRANCE TV STUDIO,"36 quai des orfèvres, 75001 paris",75001,2021-07-29,2021-07-29,2.3434385,48.85525622,Feature,"[2.3434384974181564, 48.85525622232326]",Point,2.3434384974181564,48.85525622232326
2016-1223,2016,Long métrage,KOTO,YUKI SAITO,HAUT LES MAINS,RUE  DE LASSUS,75020,2016-03-04,2016-03-04,2.406168,48.849052,Feature,"[2.406168000405656, 48.84905200004938]",Point,2.406168000405656,48.84905200004938
2016-1243,2016,Série TV,LIANG SHENG,LIU CHUN-CHIEN,KANZAMAN FRANCE,PLACE  DU TERTRE,75018,2016-12-15,2016-12-15,2.340543,48.886576,Feature,"[2.3405430000015848, 48.88657600044024]",Point,2.3405430000015848,48.88657600044024
2022-194,2022,Long métrage,MURDER MYSTERY 2,JEREMY GARELICK,MYSTERY PRODUCTIONS,"30 rue de la butte aux cailles, 75013 paris",75013,2022-03-21,2022-03-23,652264.717,6858830.586,Feature,"[2.3497752925316946, 48.82776519991365]",Point,2.3497752925316946,48.82776519991365
2022-446,2022,Série TV,LUPIN S2,XAVIER GENS,GAUMONT PRODUCTION TELEVISION,"12 rue cantagrel, 75013 paris",75013,2022-05-26,2022-05-27,654225.722,6858692.671,Feature,"[2.376500761909833, 48.82666715013981]",Point,2.376500761909833,48.82666715013981
2022-916,2022,Long métrage,"KHOLOP, SON OF A RICH","Franck Magnier, Alexandre Charlot",MACADAM FILMS,"rue saint-honoré, 75001 paris",75001,2022-09-09,2022-09-09,651255.5894,6862786.7765,Feature,"[2.335576698215978, 48.86326762197235]",Point,2.335576698215978,48.86326762197235
2022-1059,2022,Long métrage,SALLI,Chien Hung LIEN,GHOSTS CITY FILMS,"9 rue saint-gilles, 75003 paris",75003,2022-10-05,2022-10-05,653449.55,6862177.52,Feature,"[2.365547453435086, 48.85795093182014]",Point,2.365547453435086,48.85795093182014
