y_4326,x_4326,index_plaque,ardt,adresse,emplacement,retranscription,materiau,taille,titre,siecle,periode_1,periode_2,objet_1,objet_2,genre,personnalite,pays,date_arret,geo_shape.type,geo_shape.geometry.coordinates,geo_shape.geometry.type,geo_point_2d.lon,geo_point_2d.lat
48.878894,2.339065,1,9,7 RUE CLAUZEL,REZ-DE-CHAUSSEE,LE PHILOSOPHE / FRANÇOIS CHÂTELET / 1925 - 1985 / A VÉCU DANS CETTE MAISON / DE 1971 À 1985,Pierre,30x20,François Châtelet,20,,,les écrivains et intellectuels,,YY,François Châtelet,France,,Feature,"[2.3390649994727184, 48.878893999483026]",Point,2.3390649994727184,48.878893999483026
48.879269,2.339249,1,9,6 RUE CLAUZEL,REZ-DE-CHAUSSEE,"ICI VÉCURENT, À PARTIR DE 1972, / JEAN-TOUSSAINT DESANTI, / PHILOSOPHE (AJACCIO 1914 - PARIS 2002), / ET DOMINIQUE DESANTI, / ÉCRIVAIN (MOSCOU 1914 - PARIS 2011), / RÉSISTANTS.",Pierre,20x15,Jean-Toussaint et Dominique Desanti,20-21,,,les écrivains et intellectuels,les Résistants,XY,"Jean-Toussaint Desanti, Dominique Desanti","France, Russie",,Feature,"[2.3392490001808666, 48.87926899878131]",Point,2.3392490001808666,48.87926899878131
48.83887,2.33268,13920,13,39 BD DE PORT ROYAL,à droite de la porte,Ici naquit Léo Hamon / 1908-1993 / Président du groupe Résistance / au conseil de Paris / de 1945 à 1947 / Universitaire / Homme Politique,comblanchien,20x30,Léo Hamon,20,Seconde Guerre mondiale,,les politiques,les Résistants,YY,Léo Hamon,France,,Feature,"[2.3326799999577066, 48.838869998990916]",Point,2.3326799999577066,48.838869998990916
48.87378,2.295055,8015,8,PLACE CHARLES-DE-GAULLE,AU SOL,EN HOMMAGE AUX LYÉENS / ET ÉTUDIANTS DE FRANCE / QUI DÉFIÈRENT L'ARMÉE D'OCCUPATION NAZIE / LE 11 NOVEMBRE 1940 / AU PÉRIL DE LEUR VIE,bronze,150x30,Lycéens et étudiants résistants,20,Seconde Guerre mondiale,,les Résistants,,,,France,,Feature,"[2.2950550004984054, 48.87377999927595]",Point,2.2950550004984054,48.87377999927595
48.881484,2.306238,17912,17,30 RUE DE PRONY,"À l'extrême gauche de la façade, côté Prony",JACQUES ROUCHÉ/1862-1957/MEMBRE DE L'INSTITUT/ADMINISTRATEUR GENERAL/DES THEATRES LYRIQUES NATIONAUX/VECUT DANS CET HOTEL/DE 1908 A 1957,comblanchien,40x30,Jacques Rouché,19-20,,,les industriels et entrepreneurs,"les collectionneurs, mécènes et philanthropes",YY,Jacques Rouché,France,06/08/1987,Feature,"[2.306237999727753, 48.88148399867912]",Point,2.306237999727753,48.88148399867912
48.837951,2.336261,14012,14,34 AVENUE DE L'OBSERVATOIRE,REZ-DE-CHAUSSEE,ICI FUT ARRETE / JEAN CAVAILLES / PROFESSEUR A LA SORBONNE / HEROS DE LA RESISTANCE / FUSILLE PAR LES ALLEMANDS / AU DEBUT DE 1944,marbre,,Jean Cavaillès,20,Seconde Guerre mondiale,,les écrivains et intellectuels,les Résistants,YY,Jean Cavaillès,France,,Feature,"[2.3362609999629806, 48.837950999416464]",Point,2.3362609999629806,48.837950999416464
48.839054,2.331643,14021,14,29 RUE CAMPAGNE-PREMIERE,REZ-DE-CHAUSSEE,"Dans l'effervescence créatrice des années 1920 / L'HÔTEL ISTRIA / accueillit entre autres artistes / Francis PICABIA, Marcel DUCHAMP, Moïse KISLING, peintres / Man RAY, photographe / KIKI de Montparnasse, modèle et égérie / Eric SATIE, compositeur / Rainer Maria RILKE, Tristan TZARA, Vladimir MAÏAKOVSKI, poètes / et Louis ARAGON qui y rejoignait Elsa TRIOLET. / "" Ne s'éteint que ce qui brilla ... / Lorsque tu descendais de l'hôtel Istria. / Tout était différent Rue Campagne Première, / En mil neuf cent vingt neuf, vers l'heure de midi... "" / Louis ARAGON (Il ne m'est Paris que d'Elsa.) / Association La Mémoire des Lieux",marbre,70x52,Hôtel Istria,20,,,"lieux, édifices et vestiges",les artistes (beaux-arts),XY,,France,,Feature,"[2.331642999508631, 48.83905399926754]",Point,2.331642999508631,48.83905399926754
48.881368,2.308373,17915,17,4 RUE DE LOGELBACH,"À droite de la porte d'entrée, à 210 cm du sol",ICI VÉCUT DE 1881 À 1904/LUDOVIC TRARIEUX/SÉNATEUR DE LA GIRONDE/MINISTRE DE LA JUSTICE/FONDATEUR/ET PREMIER PRÉSIDENT/DE LA LIGUE/ DES DROITS DE L’HOMME/IL Y MOURUT LE 13 MARS 1904,comblanchien,40x30,Ludovic Trarieux,19-20,,,"les avocats, magistrats et juristes",les politiques,YY,Ludovic Trarieux,France,26/09/06,Feature,"[2.308372999423959, 48.881367999333854]",Point,2.308372999423959,48.881367999333854
48.847999,2.307854,17917,7,9 RUE ALBERT LAPPARENT,,Jean-Pierre Lévy /1911-1996)/Résistant Chef du Mouvement Franc-Tireur/Membre du Conseil National de la/résistance/a vécu ici,,,Jean-Pierre Levy,20,Seconde Guerre mondiale,,les Résistants,,YY,Jean-Pierre Levy,France,,Feature,"[2.307854000065998, 48.84799899895176]",Point,2.307854000065998,48.84799899895176
48.890833,2.36,1,18,5V RUE DE LA CHAPELLE,"ECOLE PRIMAIRE PUBLIQUE GUADELOUPE. ELLE EST SUR LA FACADE DE L ECOLE, PRES D UNE FENETRE","À la mémoire des élèves de cette école / déportés de 1942 à 1944 parce que nés juifs, / victimes innocente de la barbarie nazie / et du gouvernement de Vichy. / Ils furent exterminés dans les camps de la mort. / Plus de 700 de ces enfants vivaient dans le 18ème. / Ne les oublions jamais. / 10 juin 2006",Méthacrylate,120x100,Ecole rue de la Guadeloupe,20,Seconde Guerre mondiale,,les victimes civiles de guerre,,,,France,,Feature,"[2.360000000626053, 48.89083299902679]",Point,2.360000000626053,48.89083299902679
48.892222,2.344167,1,18,72B RUE DU MONT CENIS,DANS L ENCADREMENT DE LA PORTE D UNE ECOLE PUBLIQUE MATERNELLE,"À la mémoire des élèves de cette école / déportés de 1942 à 1944 parce que nés juifs, / victimes innocente de la barbarie nazie / et du gouvernement de Vichy. / Ils furent exterminés dans les camps de la mort. / Plus de 700 de ces enfants vivaient dans le 18ème. / Ne les oublions jamais. / 17 novembre 2006",Méthacrylate,120x100,Ecole rue du Mont Cenis,20,Seconde Guerre mondiale,,les victimes civiles de guerre,,,,France,,Feature,"[2.3441670003596324, 48.89222199935037]",Point,2.3441670003596324,48.89222199935037
48.8873,2.3254,18202,17,53 AVENUE DE CLICHY,1ER ETAGE AU DESSUS DE LA PORTE D ENTREE,LEON FRAPIE / ROMANCIER NE A PARIS / AUTEUR DE « LA MATERNELLE » / A VECU DANS CETTE MAISON DURANT LES QUINZE DERNIERES ANNEES DE SA VIE / 1863 1949,Pierre,30x60,Léon Frapié,19-20,,,les écrivains et intellectuels,,YY,Léon Frapié,France,,Feature,"[2.3254000006132465, 48.88729999901068]",Point,2.3254000006132465,48.88729999901068
48.87058,2.38399,20908,20,59 RUE JULIEN-LACROIX,sur les grilles du parc de Belleville à gauche de l'entrée,A LA MEMOIRE DU COMMANDANT / ORESTE DUFOUR / CHEVALIER DE LA LEGION D'HONNEUR / - / SES CAMARADES DE COMBAT / SES AMIS / SES ADMIRATEURS / - / HÉROS DE LA RÉSISTANCE / IL EST MORT POUR LA FRANCE À DACHAU / LE 10 AVRIL 1945,pierre,40x50,Oreste Dufour,20,Seconde Guerre mondiale,,les Résistants,les Morts pour la France,YY,Oreste Dufour,France,,Feature,"[2.3839899999119, 48.87057999876228]",Point,2.3839899999119,48.87057999876228
48.85448,2.41127,20911,20,2 SQUARE DU PÉRIGORD,façade RDC à droite de la porte d'entrée,ICI HABITAIT / Antoine FERREIRA / MEMBRE DU PARTI / COMMUNISTE FRANÇAIS / ASSASSINÉ PAR LES NAZIS,pierre,30x35,Antoine Ferreira,20,Seconde Guerre mondiale,,les Résistants,,YY,Antoine Ferreira,France,,Feature,"[2.4112700005575043, 48.85447999868855]",Point,2.4112700005575043,48.85447999868855
48.86457,2.40766,20914,20,45 RUE BELGRAND,sur l'aîle droite des habitations de la résidence,MORTS POUR LA FRANCE / JOURIST BENJAMIN D / FUSILLÉ PAR LES ALLEMANDS / À L'ÂGE DE 27 ANS / LE 14 MAI 1942 / BOLLANGTER MARCEL / TOMBÉ DANS LE MAQUIS / À L'ÂGE DE 24 ANS / LE 24 AOÛT 1944 / JOURDAN MAURICE / TUÉ À L'ENNEMI / À L'ÂGE DE 20 ANS / LE 11 AVRIL 1945,pierre,50x25,"Benjamin Jourist, Marcel Boulanger, Maurice Jourdan",20,Seconde Guerre mondiale,,les Résistants,les Morts pour la France,YY,"Benjamin Jourist, Marcel Boulanger, Maurice Jourdan",France,,Feature,"[2.407659999576918, 48.864569998804626]",Point,2.407659999576918,48.864569998804626
48.8633903,2.3451211,1916,1,"CHAPELLE DES MUSICIENS, EGLISE SAINT-EUSTACHE",,"JEAN GUILLOU / 18 AVRIL 1930 - 26 JANVIER 2019 / MUSICIEN, COMPOSITEUR, / IMPROVISATEUR ET POETE. / ORGANISTE TITULAIRE, IL FIT RAYONNER / DE SON GENIE LE GRAND ORGUE DE / SAINT-EUSTACHE PENDANT 52 ANS.",pierre rouge,60x40,Jean Guillou,20-21,,,les artistes (musique et danse),,YY,Jean Guillou,France,juin 2021,Feature,"[2.3451211005213333, 48.86339029865185]",Point,2.3451211005213333,48.86339029865185
48.8516397,2.3487162,5951,5,"11, RUE DE LA BUCHERIE",,"DANS CET IMMEUBLE / SIMONE DE BEAUVOIR/1908-1986 / A ECRIT """"LE DEUXIÈME SEXE"""" (1949) / OUVRAGE FONDATEUR / DU FEMINISME MODERNE / ET / """"LES MANDARINS"""" (1954) /  PRIX GONCOURT",pierre blanche,60x32,Simone de Beauvoir,20,Cinquième République,,les écrivains et intellectuels,,XX,Simone de Beauvoir,France,février 2021,Feature,"[2.3487162000909123, 48.851639699268326]",Point,2.3487162000909123,48.851639699268326
48.8508386,2.311096,7955,7,32 AVENUE DUQUESNE,,EN HOMMAGE A LILIAN VERA ROLFE / NEE DANS CET IMMEUBLE EN 1914 / ET EXECUTEE A RAVENSBRUCK EN 1945 / OPERATRICE RADIO POUR LE SERVICE / BRITANNIQUE S. O. E. / CREE EN 1940 POUR SOUTENIR LES / MOUVEMENTS DE RESISTANCE EN EUROPE / ET PREPARER LE DEBARQUEMENT DU 6 / JUIN 1944.,pierre blanche,60x34,Lilian Vera Rolfe,20,Seconde Guerre mondiale,,les Morts pour la France,,XX,Lilian Vera Rolfe,France,novembre 2020,Feature,"[2.311095999659662, 48.85083859937409]",Point,2.311095999659662,48.85083859937409
48.871627,2.350506,10923,10,30 RUE DE L'ECHIQUIER,,"ICI EST NE RENE CREVEL / 1900-1935 / ECRIVAIN SURREALISTE ET DADAISTE / ENGAGE POUR LA LIBERTE ET LA PAIX, / CONTRE LE RACISME",pierre blanche,64x35,René Crevel,20,,,les écrivains et intellectuels,les militants,YY,René Crevel,France,juin 2021,Feature,"[2.3505060001963005, 48.87162699891099]",Point,2.3505060001963005,48.87162699891099
48.8594985,2.3844437,11929,11,SQUARE DE LA ROQUETTE,,"EN CES LIEUX, / ETAIT EDIFIEE / LA PRISON POUR MINEURS / DE LA PETITE ROQUETTE, / OU DE 1836 A 1929 / FURENT DETENUS DANS DES CONDITIONS / INHUMAINES / DES MILIERS DE JEUNES AGES DE 7 A 21 / ANS. / EN LEUR MEMOIRE",pierre blanche,75x55,Prison de la petite Roquette,19-20,,,"lieux, édifices et vestiges",,,,France,octobre 2020,Feature,"[2.384443699842122, 48.859498498921454]",Point,2.384443699842122,48.859498498921454
48.8310964,2.312364,14918,14,150 RUE RAYMOND LOSSERAND,,HERVE GUIBERT / 1955-1991 / ECRIVAIN PHOTOGRAPHE / A VECU DANS CET IMMEUBLE / LES DEUX DERNIERES ANNEES DE SA VIE,pierre blanche,50x30,Hervé Guibert,20,,,les écrivains et intellectuels,les artistes (beaux-arts),YY,Hervé Guibert,France,juillet 2021,Feature,"[2.3123639995006706, 48.831096399268745]",Point,2.3123639995006706,48.831096399268745
48.895556,2.379444,19205,19,"37, 39 RUE ALPHONSE KARR",Près de la grille d’entrée de la résidence; sur un un mur de la résidence.,Ici demeura Maurice Korzec sous-lieutenant F.T.P.F mort pour la France fusillé par les allemands le 13 septembre 1945 à l’âge de 19 ans,pierre blanche,20x60,Maurice Korzec,20,Seconde Guerre mondiale,,les Résistants,,YY,Maurice Korzec,France,,Feature,"[2.379443999948757, 48.895555998943706]",Point,2.379443999948757,48.895555998943706
48.87956,2.38925,19930,19,14 BIS RUE MOUZAÏA,façade haut du RDC à droite de la porte d'entrée,"La nuit du 26 au 27 août 1944, l’aviation allemande bombarda Paris, lâchant 1000 bombes incendiaires qui provoquèrent le mort de 123 personnes en blessèrent 466 autres. Plus de 400 bâtiments furent détruits ou endommagés cette nuit là. Plusieurs rues du XIXème arrondissement furent touchées. L’une d’elles tomba ici rue Mouzaïa",comblanchien,40x60,Bombardement du 26 août 1944,20,Seconde Guerre mondiale,Libération de Paris,les victimes civiles de guerre,,,,France,,Feature,"[2.389250000296207, 48.879559999424906]",Point,2.389250000296207,48.879559999424906
48.865464,2.390345,20007,20,6 RUE DES PARTANTS,2m63,Ici habitait Eugène Thedé Membre du P.C.F arrêté le 2 février 1941 déporté le 6 juillet 1942,pierre blanche,29x29,Eugène Thedé,20,Seconde Guerre mondiale,,les Résistants,,YY,Eugène Thedé,France,,Feature,"[2.390344999744561, 48.865463998727584]",Point,2.390344999744561,48.865463998727584
48.8546,2.408,20416,20,1 RUE MOURAUD,"Rez-de-chaussée, sur la façade du batiment. Plaque du centre",EN CES LIEUX VECUT / GISELE MOLLET / MEMBRE DU P.C.F. / ASSASSINEE AU CAMP D'AUSCHWITZ / EN AOUT 1943 / A L'AGE DE 23 ANS,marbre,25x30,Gisèle Mollet,20,Seconde Guerre mondiale,,les Résistants,,XX,Gisèle Mollet,France,,Feature,"[2.407999999961758, 48.854599999430235]",Point,2.407999999961758,48.854599999430235
48.8714,2.409699,20603,20,8 RUE PIERRE FONCIN,Haut RDC,"À LA MÉMOIRE DES PETITS ENFANTS,/ÉLÈVES DE CETTE ÉCOLE MATERNELLE,/DÉPORTÉS DE 1942 A 1944 PARCE QU'ILS ÉTAIENT NÉS JUIFS,/VICTIMES INNOCENTES DE LA BARBARIE NAZIE/AVEC LA COMPLICITÉ ACTIVE/DU GOUVERNEMENT DE VICHY./ PLUS DE 11 000 ENFANTS FURENT DÉPORTÉS DE FRANCE,/DONT PLUS DE 1000 VIVAIENT DANS LE 20ème./ILS FURENT EXTERMINÉS DANS LES CAMPS DE LA MORT./NE LES OUBLIONS JAMAIS/École élémentaire de garçons/4, rue Pierre Foncin/15 mai 2004",plexiglas,60x40,Ecole rue Pierre Foncin,20,Seconde Guerre mondiale,,les victimes civiles de guerre,,,,France,,Feature,"[2.409698999437707, 48.87139999935066]",Point,2.409698999437707,48.87139999935066
48.8584,2.40512,20611,20,50 RUE DE VITRUVE,Haut RDC,"Ici a vécu/de 1946 à 1959/BARBARA/auteur compositeur interprète/1930-1997/""""""""Et faire jouer la transparence/au fond d'une cour aux murs gris/où l'aube aurait enfin sa chance""""""""",marbre,40x40,Barbara,20,,,les artistes (musique et danse),,XX,Barbara,France,,Feature,"[2.405120000676376, 48.85839999933965]",Point,2.405120000676376,48.85839999933965
48.84870048,2.30854461,7153,7,6 RUE LAPARRENT,,À LA MEMOIRE DE / L'ABBÉ ROGER DERRY / ET DE SES COMPAGNONS / DU BON CONSEIL / MORTS EN DEPORTATION / OU TOMBÉS POUR LA / LIBERATION DE PARIS,,,Roger Derry,20,Seconde Guerre mondiale,Libération de Paris,les religieux,,YY,Roger Derry,France,,Feature,"[2.308544606246519, 48.848700476307876]",Point,2.308544606246519,48.848700476307876
48.83087415,2.36404921,12032,13,123 À 131 BIS RUE NATIONALE,,(médaillon) : 24 AOÛT 1944 / COLONNE DRONNE / LIBERATION DE PARIS / 24 AOÛT 2004 / (plaques) : AUX REPUBLICAINS ESPAGNOLS COMPOSANTE PRINCIPALE DE LA COLONNE DRONNE,,,Colonne Dronne,20,Seconde Guerre mondiale,Libération de Paris,les militaires,,YY,,"France, Espagne",,Feature,"[2.3640492101881567, 48.83087414491998]",Point,2.3640492101881567,48.83087414491998
48.83043944,2.3578289,13082,13,SQUARE DES DEUX MOULINS AVENUE EDISON,,"A LA MEMOIRE DE JACQUES OUDIN / HABITANT DU XIIlème ARRONDISSEMENT / ENGAGÉ VOLONTAIRE EN 1939 / MEMBRE DU RESEAU DE RESISTANCE ""DEFENSE DE LA FRANCE"" / ARRETE PAR LA GESTAPO EN JANVIER 1944 / TORTURE PUIS DEPORTE AUX CAMPS D'AUSCHWITZ ET DE BUCHENWALD / MORT D'EPUISEMENT À L'AGE DE 24 ANS A ELLRICH / LE 8 AVIL 1945 / ""IL FUT L'UN DE CES FRANÇAIS HÉROÎQUE DONT LE SACRIFICE / PERMIT À LA FRANCE DE RETROUVER SA LIBERTÉ ET SON HONNEUR"" / CHARLES DE GAULLE, LE 29 JUIN 1946",,,Jacques Oudin,20,Seconde Guerre mondiale,,les Résistants,,YY,Jacques Oudin,France,,Feature,"[2.3578288962061884, 48.83043943643426]",Point,2.3578288962061884,48.83043943643426
48.83273107,2.33280001,14047,14,8 AVENUE RENÉ COTY,,"ICI, CHEZ LE RÉSISTANT ALPHONSE JUGE, LE CONSEIL NATIONAL DE LA RÉSISTANCE, PRÉSIDÉ PAR GEORGES BIDAULT, S'EST RÉUNI LE 21 AOÛT 1944 EN PRÉSENCE DES TROIS MEMBRES DE SON COMITÉ D'ACTION MILITAIRE PIERRE VILLON, JEAN DE VOGUÉ, MAURICE KRIEGEL-VALRIMONT. ETAIENT ÉGALEMENT PRÉSENTS,  LE MINISTRE DES TERRITOIRES OCCUPÉS, ALEXANDRE PARODI ET LE DÉLÉGUÉ MILITAIRE NATIONAL JACQUES CHABAN-DELMAS. ILS DÉCIDÈRENT DE ROMPRE LA TRÊVE ET DE REPRENDRE L'INSURRECTION LE LENDEMAIN 22 AOÛT",,,Comité d'action militaire (COMAC),20,Seconde Guerre mondiale,Libération de Paris,les Résistants,les politiques,XX,"Alphonse Juge, Georges Bidault, Jaques Chaban-Delmas, Alexandre Parodi",France,,Feature,"[2.3328000086217693, 48.8327310674807]",Point,2.3328000086217693,48.8327310674807
48.834579,2.330985,14049,14,PLACE DENFERT-ROCHEREAU,,GEORGES LAMARQUE / HEROS DE LA RESISTANCE / CHEF / AUX COMPAGNONS DE FRANCE / CHEF / DU RESEAU DRUIDES ALLIANCE / MORT POUR LA FRANCE / LE 3 SEPTEMBRE 1944 / À L'AGE DE 30 ANS / AVEC LOUIS DE CLERQ / ET CLÉMENT DEFER,,,Georges Lamarque,20,Second Empire,,les Résistants,,YY,"Georges Lamarque, Louis De Clerq, Clément Defer",France,,Feature,"[2.3309850002512356, 48.83457899931971]",Point,2.3309850002512356,48.83457899931971
48.858749,2.401521,20033,20,86 RUE DE BAGNOLET,,ICI HABITAIT / RAYMOND LUAUTE / SECRETAIRE / DE LA SECTION COMMUNISTE / DU 20EME / ASSASSINE PAR LES NAZIS EN 1944,,,Raymond Luaute,20,Seconde Guerre mondiale,,les victimes civiles de guerre,,YY,Raymond Luaute,France,,Feature,"[2.401520999455493, 48.85874899946185]",Point,2.401520999455493,48.85874899946185
48.857988,2.380123,11028,11,PLACE LÉON BLUM,,En souvenir / de tous les chevaux réquisitionnes / rassemblés ici même et envoyés / au front à partir du 3 août 1914 / Un grand nombre y sont morts / En hommage à leur sacrifice aux côtés des combattants.,,,Chevaux réquisitionnés,20,Première Guerre mondiale,,,,,,France,,Feature,"[2.3801230000511735, 48.85798799904284]",Point,2.3801230000511735,48.85798799904284
48.880795,2.333495,1,9,11B RUE CHAPTAL,PREMIER ETAGE,Serge Gainsbourg / (1928 - 1991) / Artiste majeur du XXe siècle / passa son enfance / dans cet immeuble / et trouva dans ce quartier / ses premières inspirations,Pierre,30x20,Serge Gainsbourg,20,,,les artistes (musique et danse),,YY,Serge Gainsbourg,France,,Feature,"[2.3334949995211134, 48.88079499870103]",Point,2.3334949995211134,48.88079499870103
48.886731,2.297359,1,17,21 AVENUE GOURGAUD,"AU CENTRE, ENTRE DEUX FENETRES",DANS CET HÔTEL CONSTRUIT PAR LUI / LE PEINTRE ET HISTORIEN / MAURICE LELOIR / 1 NOVEMBRE 1853 - 7 OCTOBRE 1940 / A TRAVAILLÉ DE 1884 À 1940 / ET RÉUNI LES COLLECTIONS DESTINÉES À SERVIR / DE BASE ARCHÉOLOGIQUE AU MUSÉE DU COSTUME,Pierre,,Maurice Leloir,19-20,,,les artistes (beaux-arts),les écrivains et intellectuels,YY,Maurice Leloir,France,,Feature,"[2.297358999872604, 48.88673099871753]",Point,2.297358999872604,48.88673099871753
48.883161,2.310722,1,17,1 RUE JACQUES BINGEN,"AU PREMIER ETAGE, EN HAUT DU PANNEAU DE RUE",Charles GOUNOD / 1818-1893/ A VÉCU DANS CET HÔTEL/ DE / 1878 À 1893,Pierre,,Charles Gounod,19,,,les artistes (musique et danse),,YY,Charles Gounod,France,,Feature,"[2.310721999638899, 48.88316099891959]",Point,2.310721999638899,48.88316099891959
48.880496,2.307606,1,17,64 BOULEVARD DE COURCELLES,SUR LE MUR ENTRE DEUX FENETRES AU NIVEAU DU PREMIER ETAGE,VICTORIEN SARDOU / NÉ A PARIS LE 5 SEPTEMBRE 1831 / EST MORT DANS CETTE MAISON/LE 8 NOVEMBRE 1908,pierre,100x30,Victorien Sardou,19-20,,,les écrivains et intellectuels,les artistes (théâtre et cinéma),YY,Victorien Sardou,France,,Feature,"[2.30760600054691, 48.88049599927855]",Point,2.30760600054691,48.88049599927855
48.86341927,2.37050851,11029,11,50 BOULEVARD VOLTAIRE,,EN MÉMOIRE DES VICTIMES / ASSASSINÉES ET BLESSÉES EN CES LIEUX / LE 13 NOVEMBRE 2015 / UNE STELE EST ERIGEE DANS LE JARDIN EN FACE,,,Hommages aux victimes du Bataclan,21,Cinquième République,,les victimes du terrorisme,,,,France,,Feature,"[2.3705085104475865, 48.863419268056276]",Point,2.3705085104475865,48.863419268056276
48.84777957,2.34246057,5165,5,9 RUE VICTOR COUSIN,,"Au rez-de-chaussée de cet immeuble / CHARLES PEGUY / fonda la / Librairie Georges Bellais, / qui édita et diffusa / des publications socialistes / de mai 1898 à juillet 1899. / L'Amitié Charles Péguy, 2020.",,,Charles Péguy,19,Troisième République,,les écrivains et intellectuels,les éditeurs et libraires,YY,Charles Péguy,France,,Feature,"[2.342460571822494, 48.847779574081436]",Point,2.342460571822494,48.847779574081436
48.8719226,2.31870381,8912,8,2 PLACE DES SAUSSAIES,,LE COMPOSITEUR / FRANCIS POULENC / EST NÉ ICI / LE 7 JANVIER 1899,,,Francis Poulenc,20,Troisième République,,les artistes (musique et danse),,YY,Francis Poulenc,France,,Feature,"[2.318703810087824, 48.87192259911437]",Point,2.318703810087824,48.87192259911437
48.879825,2.372177,19945,19,ANGLE DE LA RUE DE MEAUX ET DE L’ALLÉE RÉCIPION,,ICI HABITAIT / FANNY LADSKY / NÉE LE 31 AOÛT 1914 / DÉPORTÉE À MAÏDENECK  POLOGNE SOUS-LIEUTENANT F.F.I. CROIX DE GUERRE MORTE POUR LA FRANCE,comblanchien,,Fanny Ladsky,20,Seconde Guerre mondiale,,les Résistants,les Morts pour la France,XX,Fanny LADSKY,France,,Feature,"[2.3721770001895606, 48.87982499870182]",Point,2.3721770001895606,48.87982499870182
48.891667,2.359722,1,18,19 RUE DE LA CHAPELLE,SUR L EGLISE SAINT-DENIS DE LA CHAPELLE; ELLE EST PARALLELE A LA PLAQUE DU DESSUS. ELLE ENCADRE AUSSI LA PORTE.,Ici / sera édifiée une basilique / à la gloire de / SAINTE JEANNE D’ARC / patronne de la France / et en hommage de reconnaissance / selon le voeu solennel / fait à N.D le 13 septembre 1914 / pour le salut de la Patrie.,Pierre,120x200,Basilique à la gloire de Jeanne d'Arc,20,Première Guerre mondiale,,"lieux, édifices et vestiges",les religieux,XX,Jeanne d'Arc,France,,Feature,"[2.359721999881046, 48.89166699941017]",Point,2.359721999881046,48.89166699941017
48.886876,2.344577,18462,18,10 RUE LAMARCK,REZ DE CHAUSSEE,ICI VECUT / SIMONE JAFFRAY / DIRIGEANTE DE L'ENTENTE SPORTIVE 18e / ASSASSINÉE par la GESTAPO / LE 20 AOUT 1944,Marbre,20x30,Simone Jaffray,20,Seconde Guerre mondiale,Libération de Paris,les Résistants,les victimes civiles de guerre,XX,Simone Jaffray,France,,Feature,"[2.3445769995712604, 48.88687599947923]",Point,2.3445769995712604,48.88687599947923
48.8717127,2.3302468,1,9,3 RUE AUBER,,EN 1871 / MICHEL LEVY / 1821-1875 / A INSTALLE DANS CET IMMEUBLE / LA MAISON MICHEL LEVY FRERES / DEVENUE EN 1876 / LES EDITIONS CALMANN-LEVY / QUI SONT RESTEES A CETTE ADRESSE / JUSQU'EN 2002,Pierre,70x50,Michel Lévy,19,,,les éditeurs et libraires,"lieux, édifices et vestiges",YY,Michel Lévy,France,juillet 2021,Feature,"[2.3302468006737, 48.87171269895014]",Point,2.3302468006737,48.87171269895014
48.883203,2.343827,18909,18,2 RUE DE STEINKERQUE,à gauche de la porte d'entrée,Henri CASADESUS / 1879 - 1947 / altiste compositeur / fondateur de la Sté / des Instruments anciens / a vécu dans cette maison / de 1911 à 1947,Marbre,20x40,Henri Casadesus,19-20,,,les artistes (musique et danse),,YY,Henri Casadesus,France,1979,Feature,"[2.343826999850419, 48.883202998850244]",Point,2.343826999850419,48.883202998850244
,,20819,18,91B RUE DU MONT CENIS,Rez de chaussée sur rue,A l'occasion du 10ème anniversaire de sa mort en 2011 / cette plaque a été apposée par les proches / de la chanteuse américaine de Springfield (Massachusetts) / Carole FREDERICKS / 1952 - 2001 / Choriste collaboratrice et artiste solo de musique populaire française / FREDERICKS GOLDMAN JONES (1990 - 2000) / Les Enfoirés pour Les Restos du Coeur (1992 - 2001) / Carole FREDERICKS vécut 22 ans dans le 18ème arrondissement dont / plus de 10 ans dans cet immeuble jusqu'à sa mort à 49 ans le 7 juin 2001 / Elle repose au cimetière Montmartre - 23 ème division - avenue Carrière.,Marbre,,Carole Fredericks,20-21,Cinquième République,,les artistes (musique et danse),,XX,Carole Fredericks,Etats-Unis,2011,Feature,"[2.344795641717171, 48.89346452693542]",Point,2.344795641717171,48.89346452693542
48.86073,2.35035,4944,4,40 RUE QUINCAMPOIX,1er étage au-dessus de la porte,Le bureau de la corporation des merciers et joaillers de Paris occupait avant la révolution l'emplacement des maisons aujourd'hui numérotés 30-40 de la rue Quincampoix où était son entrée principale et 117-119 de la rue Saint-Martin . (procès-verbal de la Commission du Vieux Paris du 12 novembre 1903). Cette plaque a été posée par les soins de la Chambre syndicale de gros et de détail de Paris,pierre,100x40,Corporation des merciers et joaillers,18,Ancien Régime,,"lieux, édifices et vestiges",,,,France,,Feature,"[2.3503499998619772, 48.86072999884467]",Point,2.3503499998619772,48.86072999884467
48.844165,2.349521,5025,5,23 RUE MOUFFETARD,1ER ETAGE,"DANS CETTE MAISON EXISTAIT EN 1803 / ""LE CABARET DU CHIFFONNIER"" / FELIX DE BUJADOUX Y CREA EN 1965 / LA MAIRIE DE LA COMMUNE LIBRE DES TROIS HAMEAUX / MOUFFETARD, CONTRESCARPE, MONTAGNE SAINTE GENEVIEVE",pierre blanche,,Cabaret du Chiffonier,19-20,,,"lieux, édifices et vestiges",,,,France,,Feature,"[2.3495210004882368, 48.844164998930836]",Point,2.3495210004882368,48.844164998930836
