annee_passage,date_passage,adresse,complement_d_adresse,code_postal,protection,voeu,resolution,siecle_de_construction,date_de_construction,designation,architecte,type_de_travaux_1,type_de_travaux_2,intervention,url_document_de_seance,doc_seance,geo_shape.type,geo_shape.geometry.coordinates,geo_shape.geometry.type,geo_point_2d.lon,geo_point_2d.lat
2010,2010-10-21,74 rue de la Verrerie,74 rue de la Verrerie  / 7 rue du Cloître Saint-Merri,75004,['Inscrit Monument historique'],"La Commission du Vieux Paris, réunie le 21 octobre 2010 à l’Hôtel de Ville sous la présidence de Mme Danièle Pourtaud, adjointe au Maire chargée du patrimoine, a examiné le projet de transformation en logements sociaux d’une maison du XVIIIe siècle, attribuée à Jean-François Blondel. Elle s’est prononcée en faveur de la préservation de la façade de l’aile en retour, partie intégrante de l’immeuble d’origine, et contre son revêtement par un bardage métallique. Elle a exprimé son étonnement quant à l’habillage envisagé du bâtiment réhabilité donnant sur la rue du Cloître Saint-Merri. Elle a enfin attiré l’attention sur l’ancienneté du dispositif de supports métalliques qui, en 1780, avait permis l’ouverture d’une grande baie commerciale à rez-de-chaussée, côté rue de la Verrerie, et la préservation des éléments restants.",Vœu,XVIII,,,Jean-François Blondel,Démolition partielle,,,https://cdn.paris.fr/paris/2020/02/26/fe3b4a04dfdea3a6e1bd14ecfdfd5188.pdf,Disponible,Feature,"[2.3510531259123075, 48.858736371022744]",Point,2.3510531259123075,48.858736371022744
2010,2010-10-21,85 rue de Bagnolet,,75020,['Aucune'],,Pas de résolution,XX,,,,Démolition totale,,,https://cdn.paris.fr/paris/2020/02/26/fe3b4a04dfdea3a6e1bd14ecfdfd5188.pdf,Disponible,Feature,"[2.401037459151388, 48.858626501452015]",Point,2.401037459151388,48.858626501452015
2012,2012-03-06,62 rue Oberkampf,62-62b rue Oberkampf,75011,['Aucune'],"La Commission du Vieux Paris, réunie le 6 mars 2012 à l’hôtel de Ville, sous la présidence de Mme Danièle Pourtaud, adjointe au Maire chargée du Patrimoine, a examiné le projet de démolition totale d’un petit ensemble immobilier du XIXe siècle. La Commission du Vieux Paris a demandé la conservation du bâtiment sur rue, daté de 1849, compte tenu de sa représentativité et de la parfaite inscription de sa façade dans le paysage de cette section de la rue Oberkampf. (BMO du 10 avril 2012)",Vœu,XIX,,,,Démolition totale,,,https://cdn.paris.fr/paris/2020/09/30/969a917f8a1c831bc945d48ce73bcd4f.pdf,Disponible,Feature,"[2.3741551507060668, 48.86488971979483]",Point,2.3741551507060668,48.86488971979483
2012,2012-03-06,93 rue Brancion,93-95 rue Brancion,75015,['Aucune'],"La Commission du Vieux Paris, réunie le 6 mars 2012 à l’hôtel de Ville, sous la présidence de Mme Danièle Pourtaud, adjointe au Maire chargée du Patrimoine, a examiné le projet de démolition totale d’un petit hôtel meublé, rue Brancion, construit vers 1900 et surélevé en 1911. La Commission du Vieux Paris n’a pas considéré que la qualité patrimoniale de ce bâtiment était suffisante pour en demander la conservation. (BMO du 10 avril 2012)",Vœu,XX,,,Inconnu,Démolition totale,,,https://cdn.paris.fr/paris/2020/09/30/969a917f8a1c831bc945d48ce73bcd4f.pdf,Disponible,Feature,"[2.3023237792410134, 48.83088046804218]",Point,2.3023237792410134,48.83088046804218
2005,2005-12-20,32 rue des Vignoles,9 impasse de Bergame  / 32 rue des Vignoles,75020,['Protection Ville de Paris'],,Pas de résolution,XIX,,,,Démolition partielle,,,Bientôt disponible,Bientôt disponible,Feature,"[2.3995533421852713, 48.853715965650515]",Point,2.3995533421852713,48.853715965650515
2008,2008-01-22,30 quai de la Rapée,30-40b quai de la Rapée  / 1-19 rue Villiot,75012,['Aucune'],,Pas de résolution,,,,,Démolition totale,,,https://cdn.paris.fr/paris/2020/11/09/b91eb601637b2e4928bdca52307a2196.pdf,Disponible,Feature,"[2.3737617744671176, 48.84101837716968]",Point,2.3737617744671176,48.84101837716968
2008,2008-01-22,56 rue des Grands-Champs,,75020,['Aucune'],,Pas de résolution,,,,,Démolition totale,,,https://cdn.paris.fr/paris/2020/11/09/b91eb601637b2e4928bdca52307a2196.pdf,Disponible,Feature,"[2.403262508245156, 48.85103620956653]",Point,2.403262508245156,48.85103620956653
2011,2011-11-17,239 avenue Gambetta,239-241-243 avenue Gambetta,75020,['Aucune'],,Pas de résolution,XX,,,,Démolition totale,,,https://cdn.paris.fr/paris/2019/07/24/a1e037a0e6f2f4018f1e2c24629693e1.pdf,Disponible,Feature,"[2.405599743807442, 48.87514538001419]",Point,2.405599743807442,48.87514538001419
2006,2006-05-23,60 rue Henry Farman,60-64 rue Henry Farman,75015,['Aucune'],,Pas de résolution,,,,,Démolition totale,,,https://cdn.paris.fr/paris/2019/07/24/e3916616a0e1f06cd55927108fbbcf23.pdf,Disponible,Feature,"[2.271130840327132, 48.833801162204374]",Point,2.271130840327132,48.833801162204374
2007,2007-11-27,154 boulevard de Grenelle,154-158 boulevard de Grenelle  / 35-39 rue Frémicourt,75015,['Aucune'],,Pas de résolution,,,,,Démolition totale,,,https://cdn.paris.fr/paris/2020/11/09/5e774be410828217632fe8f9df4cb0aa.pdf,Disponible,Feature,"[2.2998357193505186, 48.84825227056226]",Point,2.2998357193505186,48.84825227056226
2007,2007-11-27,13 rue Doudeauville,,75018,['Aucune'],"La Commission du vieux Paris, réunie le 27 novembre 2007 à l’Hôtel de Ville sous la présidence de Mme Moïra Guilmart, adjointe au Maire chargée du patrimoine, a recommandé que le projet de construction au 13 rue Doudeauville (18e arr.) respecte le caractère architectural homogène de la rue et soit en harmonie avec la physionomie générale de ce quartier.",Vœu,,,,,Démolition totale,,,https://cdn.paris.fr/paris/2020/11/09/5e774be410828217632fe8f9df4cb0aa.pdf,Disponible,Feature,"[2.3583652831945248, 48.888839106496974]",Point,2.3583652831945248,48.888839106496974
2009,2009-01-20,6 rue Duphot,6-8 rue Duphot,75001,['Aucune'],,Pas de résolution,XIX,,,,Démolition partielle,,,https://cdn.paris.fr/paris/2020/02/26/3f2572f00ce7cd7ecbacc14a02a29526.pdf,Disponible,Feature,"[2.3258204600736234, 48.867888117066265]",Point,2.3258204600736234,48.867888117066265
2016,2016-01-21,42 rue Falguière,42 rue Falguière / 15-17 rue Dalou,75015,['Protection Ville de Paris'],"La Commission du Vieux Paris, réunie le 21 janvier 2016 à l’Hôtel de Ville de Paris, sous la présidencede M. Bernard Gaudillère, a examiné en faisabilité  le projet de démolition partielle et de restructuration  de deux maisons de faubourg protégées au P.L.U.La commission rappelle le caractère vernaculaire de cet ensemble bâti et se félicite d’avoir été saisie par le pétitionnaire d’une demande d’avis au stade de la faisabilité.Considérant que les démolitions ici envisagées pour les toitures, planchers, escaliers, refends et parties de façades seraient de nature à porter gravement atteinte à la dimension patrimoniale de ces deux maisons, la commission n’estime pas souhaitable de voir le projet se poursuivre en l’état et conseille une approche plus respectueuse de l’existant.",Vœu,XIX,,,,Démolition partielle,Circulations intérieures,,https://cdn.paris.fr/paris/2019/07/24/cc7e526b366feeb8f27cc97a8aec6010.pdf,Disponible,Feature,"[2.314967195897425, 48.84212862656691]",Point,2.314967195897425,48.84212862656691
2006,2006-03-02,5 rue Pierre Bourdan,5-15 rue Pierre Bourdan / 57-59 rue de Reuilly,75012,['Protection Ville de Paris'],,Pas de résolution,XIX,1889 ; 1952,école Boulle,Charles-Albert Mussigmann ; Albert Laprade ; Boegner,Démolition partielle,,,https://cdn.paris.fr/paris/2019/07/24/28607956f99b2190e0e88d5dd99baa1f.pdf,Disponible,Feature,"[2.391779612687441, 48.84652153499474]",Point,2.391779612687441,48.84652153499474
2005,2005-12-20,149 rue de Sèvres,,75015,['Inscrit Monument historique'],,Pas de résolution,XVII,,Hôpital Necker,Jean-Nicolas Servandoni,,,Communication sur les projets de transformation et de restauration de l'hôpital Necker par l'APHP,Bientôt disponible,Bientôt disponible,Feature,"[2.3154298585583746, 48.846348441971045]",Point,2.3154298585583746,48.846348441971045
2008,2008-02-21,15 passage Boudin,,75020,['Aucune'],,Pas de résolution,XX,,,,Démolition totale,,,https://cdn.paris.fr/paris/2020/11/09/eb977aeebc517ec05d02b0f6ac764ca7.pdf,Disponible,Feature,"[2.4071723571978514, 48.86916388098525]",Point,2.4071723571978514,48.86916388098525
2015,2015-01-29,9 rue Jean-Antoine de Baïf,9-11 rue Jean-Antoine de Baïf,75013,['Aucune'],,Pas de résolution,,,,,,,"Adresse présentée dans le cadre de l'opération ""Réinventer Paris"".",https://cdn.paris.fr/paris/2020/02/26/9f5f9fcc5bf81e7086aa466472a26082.pdf,Disponible,Feature,"[2.3837420442949644, 48.82747353229064]",Point,2.3837420442949644,48.82747353229064
2015,2015-01-29,rue Sainte-Hélène,rue Sainte-Hélène  / boulevard Périphérique,75013,['Aucune'],,Pas de résolution,XX,,,,,,"Adresse présentée dans le cadre de l'opération ""Réinventer Paris"".",https://cdn.paris.fr/paris/2020/02/26/9f5f9fcc5bf81e7086aa466472a26082.pdf,Disponible,Feature,"[2.352642316870883, 48.81935499001274]",Point,2.352642316870883,48.81935499001274
2006,2006-03-02,33 rue Myrha,33 rue Myrha  / 6 rue Léon,75018,['Aucune'],"La Commission du vieux Paris, réunie le 2 mars 2006 à l’Hôtel de Ville sous la présidence de Mme Moïra Guilmart, adjointe au Maire chargée du patrimoine, a  formé un voeu en faveur d’une intervention minimisant l’impact des démolitions projetées afin de conserver l’élégance et le traitement particulier de l’angle de ces deux immeubles jumeaux du XIXe siècle situés au 33 rue Myrha et 6 rue Léon (18e arr.)",Vœu,XIX,,,,Démolition partielle,,,https://cdn.paris.fr/paris/2019/07/24/28607956f99b2190e0e88d5dd99baa1f.pdf,Disponible,Feature,"[2.3536625553623534, 48.88707833985603]",Point,2.3536625553623534,48.88707833985603
2006,2006-03-02,10 rue du Champ de l'Alouette,10-12 rue du Champ de l'Alouette,75013,['Aucune'],,Pas de résolution,,,,,Démolition totale,,,https://cdn.paris.fr/paris/2019/07/24/28607956f99b2190e0e88d5dd99baa1f.pdf,Disponible,Feature,"[2.3460347804295973, 48.83244863444207]",Point,2.3460347804295973,48.83244863444207
2006,2006-06-16,19 rue Pierre Bourdan,19-21 rue Pierre Bourdan,75012,['Aucune'],,Pas de résolution,XX,1948,,Lestang et Dauphin,Démolition partielle,,,https://cdn.paris.fr/paris/2020/02/26/3e9cc3ade86c6bfdb943b448217b039d.pdf,Disponible,Feature,"[2.390900216570435, 48.847344587704]",Point,2.390900216570435,48.847344587704
2015,2015-02-26,38B rue du Louvre,38b-40 rue du Louvre,75001,['Protection Ville de Paris'],"Vœu au 38b-40, rue du Louvre (1er arrondissement)La Commission du Vieux Paris, réunie le 26 février 2015, à l’Hôtel de Ville de Paris, sous la présidence de M. Bernard Gaudillère, a examiné le projet de réhabilitation d’un immeuble de bureaux dont les structures rayonnantes seraient supprimées à tous les étages afin de créer des plateaux libres.La Commission note que la distribution intérieure des différents niveaux de l’immeuble a beaucoup évolué depuis sa construction et qu’il n’y a pas lieu de demander la conservation des cloisonnements actuels. Elle souhaite en revanche que soient préservés tous les éléments de décor anciens qui pourraient avoir été conservés et qui seraient redécouverts à l’occasion  des travaux.",Vœu,XIX,,,Henri Blondel,Démolition partielle,Circulations intérieures,,https://cdn.paris.fr/paris/2020/02/26/557c2de932e8fe66f0b3124b8993bb1e.pdf,Disponible,Feature,"[2.341820934539703, 48.86255262061682]",Point,2.341820934539703,48.86255262061682
2009,2009-04-01,114 rue du Théâtre,114-116 rue du Théâtre,75015,['Protection Ville de Paris'],,Pas de résolution,XIX,,,,Démolition partielle,,,https://cdn.paris.fr/paris/2020/02/26/c5450876a5ff7a5ce1f73b22ad81c00e.pdf,Disponible,Feature,"[2.294861567792407, 48.84623721061534]",Point,2.294861567792407,48.84623721061534
2006,2006-07-13,64 rue de Caumartin,,75009,['Aucune'],"La Commission du vieux Paris, réunie le 13 juillet 2006 à l’Hôtel de Ville sous la présidence de Mme Moïra Guilmart, adjointe au Maire chargée du patrimoine, a recommandé la conservation, dans son intégralité, de l'escalier de service datant du début du XIXe siècle et par conséquent antérieur à l'immeuble haussmannien sur rue au 64 rue de Caumartin (09e arr.)",Vœu,XIX,,,,Circulations intérieures,,,https://cdn.paris.fr/paris/2019/07/24/34d7007b0231e20c39d8426762330ca5.pdf,Disponible,Feature,"[2.328561881937843, 48.87534696190652]",Point,2.328561881937843,48.87534696190652
2007,2007-01-25,10 avenue d'Iéna,10 avenue d'Iéna  / 10 rue Fresnel,75016,"['Protection Ville de Paris', 'Inscrit Monument historique']",,Pas de résolution,XIX,1892,Ancien hôtel du prince Roland Bonaparte,Ernest Janty ; Michel Roux-Spitz,Démolition partielle,,,https://cdn.paris.fr/paris/2019/07/24/3ffb28df3d536770eb3b3caf65221406.pdf,Disponible,Feature,"[2.293219259901664, 48.863783349902455]",Point,2.293219259901664,48.863783349902455
2007,2007-01-25,38 rue de La Chapelle,,75018,['Aucune'],"La Commission du vieux Paris, réunie le 25 janvier 2007 à l’Hôtel de Ville sous la présidence de Mme Moïra Guilmart, adjointe au Maire chargée du patrimoine, a formé un vœu en faveur de la conservation du bâtiment situé en second front bâti au 38 rue de La Chapelle (18e arr.), en demandant que soit réalisée une étude historique permettant de dater cet ancien vestige du village de La Chapelle.",Vœu,XVI,,,,Démolition partielle,Etude historique,,https://cdn.paris.fr/paris/2019/07/24/3ffb28df3d536770eb3b3caf65221406.pdf,Disponible,Feature,"[2.3598913477805743, 48.892861981453756]",Point,2.3598913477805743,48.892861981453756
2009,2009-03-06,46 rue Saint-Jacques,5-19 rue de la Sorbonne  / 46 rue Saint-Jacques,75005,['Classé Monument historique'],"Recommandation au 46, rue Saint-Jacques et 5-19, rue de la Sorbonne, Paris 5eLa Commission du Vieux Paris, réunie le 6 mars 2009 à l’Hôtel de Ville sous la présidence de Mme Colombe Brossel, adjointe au Maire chargée du patrimoine, a émis une recommandation en faveur du déplacement et de la réutilisation du petit escalier métallique et de la mezzanine de l’ancienne salle de lecture des professeurs (local dit D 025).",Vœu,XX,,bibliothèque de la Sorbonne,,Circulations intérieures,,,https://cdn.paris.fr/paris/2020/02/26/ad3eee148d69dc5910b5f55f96414ab7.pdf,Disponible,Feature,"[2.3446149913298067, 48.849408772559904]",Point,2.3446149913298067,48.849408772559904
2009,2009-11-26,21 avenue de l'Opéra,21-23 avenue de l'Opéra / 29-31 rue des Pyramides  / 22-28 rue d'Argenteuil,75001,['Aucune'],"Recommandation au 21-23, avenue de l’Opéra, 29-31, rue de Pyramides et 22-28, rue d’Argenteuil (1er arrondissement)La Commission du Vieux Paris, réunie le 26 novembre 2009 à l’Hôtel de Ville sous la présidence de Mme Danièle Pourtaud, adjointe au Maire chargée du patrimoine, a examiné le nouveau projet de devanture de l’ancien magasin « Au Gagne Petit », construit par l’architecte Auguste Tronquois en 1876-77.La Commission a pris acte du projet de restitution soignée des piédroits en pierre de taille à bossages alternés. Elle a recommandé que le traitement de la devanture entre les piédroits fasse l’objet d’une recherche de profondeur et d’un soin dans le détail et les matériaux qui soient à la hauteur de la monumentalité de cette façade, dans la perspective de l’Opéra.",Vœu,XIX,,ancien magasin au Gagne-Petit,Auguste Tronquois,Démolition partielle,,,https://cdn.paris.fr/paris/2020/02/26/4191c2719e24f050e1ae8c731323e893.pdf,Disponible,Feature,"[2.3338645612492943, 48.86649630731429]",Point,2.3338645612492943,48.86649630731429
2010,2010-01-28,63 rue de Buzenval,63 rue de Buzenval  / 22 rue des Haies,75020,['Aucune'],,Pas de résolution,,,,,Démolition partielle,,,https://cdn.paris.fr/paris/2020/02/26/31bf5ac7f4c006c881af953b9cb97367.pdf,Disponible,Feature,"[2.400775148121334, 48.85276866500119]",Point,2.400775148121334,48.85276866500119
2010,2010-06-24,129 rue du Faubourg du Temple,129-131 rue du Faubourg du Temple  / 1-2 cour de la Grâce de Dieu,75010,['Aucune'],"129-131 rue du Faubourg du Temple et 1-2 cour de la Grâce de Dieu (10e arr.)La Commission du Vieux Paris, réunie le 24 juin 2010 à l’Hôtel de Ville sous la présidence de Mme Danièle Pourtaud, adjointe au Maire chargée du patrimoine, a examiné la faisabilité de rénovation de la cour de la Grâce de Dieu, située au 129, rue du Faubourg du Temple.La Commission a émis un vœu contre le projet de surélévation du bâtiment sur rue, qui altèrerait l’ordonnance régulière et l’échelle caractéristique du bâti du Faubourg du Temple. Elle a demandé que l’éventuelle surélévation soit faite avec un retrait significatif, de façon à en limiter l’impact visuel depuis la rue.Elle s’est également prononcée contre la démolition de la maison datée de la fin du 18e siècle, située à l’articulation de la grande cour d’entrée et des prolongements de fond de parcelle, de façon à conserver cet enchaînement de cours d’échelle et de composition différentes.La Commission s’est enfin exprimée contre le projet d’isolation par l’extérieur des trois bâtiments sur cour, datés de 1841, qui en ferait disparaître les niches, chambranles, pilastres et d’une façon générale la modénature de façades.",Vœu,XIX,,,,Surélévation,Démolition partielle,,https://cdn.paris.fr/paris/2020/02/26/0bd5dc97666a62e9781b152c746e161e.pdf,Disponible,Feature,"[2.3755700198164096, 48.87163755664159]",Point,2.3755700198164096,48.87163755664159
